#/* ROC 7.tab */
#/* This is translation table for DC detector.
#bank   sector# sd1#    sd2#    ind#    tag#    stat#   roc#    slot#   type    channel#
DC0     3       13        5     0       37      0        7       4      1877     0
DC0     3       15        5     0       37      0        7       4      1877     1
DC0     3       17        5     0       37      0        7       4      1877     2
DC0     3       18        5     0       37      0        7       4      1877     3
DC0     3       16        5     0       37      0        7       4      1877     4
DC0     3       14        5     0       37      0        7       4      1877     5
DC0     3       13        6     0       37      0        7       4      1877     6
DC0     3       15        6     0       37      0        7       4      1877     7
DC0     3       17        2     0       37      0        7       4      1877     8
DC0     3       18        2     0       37      0        7       4      1877     9
DC0     3       16        2     0       37      0        7       4      1877    10
DC0     3       14        2     0       37      0        7       4      1877    11
DC0     3       13        3     0       37      0        7       4      1877    12
DC0     3       15        3     0       37      0        7       4      1877    13
DC0     3       17        3     0       37      0        7       4      1877    14
DC0     3       18        3     0       37      0        7       4      1877    15
DC0     3       16        7     0       37      0        7       4      1877    16
DC0     3       14        7     0       37      0        7       4      1877    17
DC0     3       13        8     0       37      0        7       4      1877    18
DC0     3       15        8     0       37      0        7       4      1877    19
DC0     3       17        8     0       37      0        7       4      1877    20
DC0     3       18        8     0       37      0        7       4      1877    21
DC0     3       16        8     0       37      0        7       4      1877    22
DC0     3       14        8     0       37      0        7       4      1877    23
DC0     3       13       13     0       37      0        7       4      1877    24
DC0     3       15       13     0       37      0        7       4      1877    25
DC0     3       17       13     0       37      0        7       4      1877    26
DC0     3       18       13     0       37      0        7       4      1877    27
DC0     3       16       13     0       37      0        7       4      1877    28
DC0     3       14       13     0       37      0        7       4      1877    29
DC0     3       13       14     0       37      0        7       4      1877    30
DC0     3       15       14     0       37      0        7       4      1877    31
DC0     3       17       10     0       37      0        7       4      1877    32
DC0     3       18       10     0       37      0        7       4      1877    33
DC0     3       16       10     0       37      0        7       4      1877    34
DC0     3       14       10     0       37      0        7       4      1877    35
DC0     3       13       11     0       37      0        7       4      1877    36
DC0     3       15       11     0       37      0        7       4      1877    37
DC0     3       17       11     0       37      0        7       4      1877    38
DC0     3       18       11     0       37      0        7       4      1877    39
DC0     3       16       15     0       37      0        7       4      1877    40
DC0     3       14       15     0       37      0        7       4      1877    41
DC0     3       13       16     0       37      0        7       4      1877    42
DC0     3       15       16     0       37      0        7       4      1877    43
DC0     3       17       16     0       37      0        7       4      1877    44
DC0     3       18       16     0       37      0        7       4      1877    45
DC0     3       16       16     0       37      0        7       4      1877    46
DC0     3       14       16     0       37      0        7       4      1877    47
DC0     3       13       21     0       37      0        7       4      1877    48
DC0     3       15       21     0       37      0        7       4      1877    49
DC0     3       17       21     0       37      0        7       4      1877    50
DC0     3       18       21     0       37      0        7       4      1877    51
DC0     3       16       21     0       37      0        7       4      1877    52
DC0     3       14       21     0       37      0        7       4      1877    53
DC0     3       13       22     0       37      0        7       4      1877    54
DC0     3       15       22     0       37      0        7       4      1877    55
DC0     3       17       18     0       37      0        7       4      1877    56
DC0     3       18       18     0       37      0        7       4      1877    57
DC0     3       16       18     0       37      0        7       4      1877    58
DC0     3       14       18     0       37      0        7       4      1877    59
DC0     3       13       19     0       37      0        7       4      1877    60
DC0     3       15       19     0       37      0        7       4      1877    61
DC0     3       17       19     0       37      0        7       4      1877    62
DC0     3       18       19     0       37      0        7       4      1877    63
DC0     3       16       23     0       37      0        7       4      1877    64
DC0     3       14       23     0       37      0        7       4      1877    65
DC0     3       13       24     0       37      0        7       4      1877    66
DC0     3       15       24     0       37      0        7       4      1877    67
DC0     3       17       24     0       37      0        7       4      1877    68
DC0     3       18       24     0       37      0        7       4      1877    69
DC0     3       16       24     0       37      0        7       4      1877    70
DC0     3       14       24     0       37      0        7       4      1877    71
DC0     3       13       29     0       37      0        7       4      1877    72
DC0     3       15       29     0       37      0        7       4      1877    73
DC0     3       17       29     0       37      0        7       4      1877    74
DC0     3       18       29     0       37      0        7       4      1877    75
DC0     3       16       29     0       37      0        7       4      1877    76
DC0     3       14       29     0       37      0        7       4      1877    77
DC0     3       13       30     0       37      0        7       4      1877    78
DC0     3       15       30     0       37      0        7       4      1877    79
DC0     3       17       26     0       37      0        7       4      1877    80
DC0     3       18       26     0       37      0        7       4      1877    81
DC0     3       16       26     0       37      0        7       4      1877    82
DC0     3       14       26     0       37      0        7       4      1877    83
DC0     3       13       27     0       37      0        7       4      1877    84
DC0     3       15       27     0       37      0        7       4      1877    85
DC0     3       17       27     0       37      0        7       4      1877    86
DC0     3       18       27     0       37      0        7       4      1877    87
DC0     3       16       31     0       37      0        7       4      1877    88
DC0     3       14       31     0       37      0        7       4      1877    89
DC0     3       13       32     0       37      0        7       4      1877    90
DC0     3       15       32     0       37      0        7       4      1877    91
DC0     3       17       32     0       37      0        7       4      1877    92
DC0     3       18       32     0       37      0        7       4      1877    93
DC0     3       16       32     0       37      0        7       4      1877    94
DC0     3       14       32     0       37      0        7       4      1877    95
DC0     3       13        1     1       37      0        7       4      1877     0
DC0     3       15        1     1       37      0        7       4      1877     1
DC0     3       17        1     1       37      0        7       4      1877     2
DC0     3       18        1     1       37      0        7       4      1877     3
DC0     3       16        1     1       37      0        7       4      1877     4
DC0     3       14        1     1       37      0        7       4      1877     5
DC0     3       13        2     1       37      0        7       4      1877     6
DC0     3       15        2     1       37      0        7       4      1877     7
DC0     3       17        6     1       37      0        7       4      1877     8
DC0     3       18        6     1       37      0        7       4      1877     9
DC0     3       16        6     1       37      0        7       4      1877    10
DC0     3       14        6     1       37      0        7       4      1877    11
DC0     3       13        7     1       37      0        7       4      1877    12
DC0     3       15        7     1       37      0        7       4      1877    13
DC0     3       17        7     1       37      0        7       4      1877    14
DC0     3       18        7     1       37      0        7       4      1877    15
DC0     3       16        3     1       37      0        7       4      1877    16
DC0     3       14        3     1       37      0        7       4      1877    17
DC0     3       13        4     1       37      0        7       4      1877    18
DC0     3       15        4     1       37      0        7       4      1877    19
DC0     3       17        4     1       37      0        7       4      1877    20
DC0     3       18        4     1       37      0        7       4      1877    21
DC0     3       16        4     1       37      0        7       4      1877    22
DC0     3       14        4     1       37      0        7       4      1877    23
DC0     3       13        9     1       37      0        7       4      1877    24
DC0     3       15        9     1       37      0        7       4      1877    25
DC0     3       17        9     1       37      0        7       4      1877    26
DC0     3       18        9     1       37      0        7       4      1877    27
DC0     3       16        9     1       37      0        7       4      1877    28
DC0     3       14        9     1       37      0        7       4      1877    29
DC0     3       13       10     1       37      0        7       4      1877    30
DC0     3       15       10     1       37      0        7       4      1877    31
DC0     3       17       14     1       37      0        7       4      1877    32
DC0     3       18       14     1       37      0        7       4      1877    33
DC0     3       16       14     1       37      0        7       4      1877    34
DC0     3       14       14     1       37      0        7       4      1877    35
DC0     3       13       15     1       37      0        7       4      1877    36
DC0     3       15       15     1       37      0        7       4      1877    37
DC0     3       17       15     1       37      0        7       4      1877    38
DC0     3       18       15     1       37      0        7       4      1877    39
DC0     3       16       11     1       37      0        7       4      1877    40
DC0     3       14       11     1       37      0        7       4      1877    41
DC0     3       13       12     1       37      0        7       4      1877    42
DC0     3       15       12     1       37      0        7       4      1877    43
DC0     3       17       12     1       37      0        7       4      1877    44
DC0     3       18       12     1       37      0        7       4      1877    45
DC0     3       16       12     1       37      0        7       4      1877    46
DC0     3       14       12     1       37      0        7       4      1877    47
DC0     3       13       17     1       37      0        7       4      1877    48
DC0     3       15       17     1       37      0        7       4      1877    49
DC0     3       17       17     1       37      0        7       4      1877    50
DC0     3       18       17     1       37      0        7       4      1877    51
DC0     3       16       17     1       37      0        7       4      1877    52
DC0     3       14       17     1       37      0        7       4      1877    53
DC0     3       13       18     1       37      0        7       4      1877    54
DC0     3       15       18     1       37      0        7       4      1877    55
DC0     3       17       22     1       37      0        7       4      1877    56
DC0     3       18       22     1       37      0        7       4      1877    57
DC0     3       16       22     1       37      0        7       4      1877    58
DC0     3       14       22     1       37      0        7       4      1877    59
DC0     3       13       23     1       37      0        7       4      1877    60
DC0     3       15       23     1       37      0        7       4      1877    61
DC0     3       17       23     1       37      0        7       4      1877    62
DC0     3       18       23     1       37      0        7       4      1877    63
DC0     3       16       19     1       37      0        7       4      1877    64
DC0     3       14       19     1       37      0        7       4      1877    65
DC0     3       13       20     1       37      0        7       4      1877    66
DC0     3       15       20     1       37      0        7       4      1877    67
DC0     3       17       20     1       37      0        7       4      1877    68
DC0     3       18       20     1       37      0        7       4      1877    69
