######## Translation table for ROC # 2
######## Tue Aug 12 09:43:47 EDT 1997
######## By uid=2420(burin) gid=15(users)
######## Version # 3
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	5	26	61	1	52	0	2	7	1877	66
DC0 	5	28	61	1	52	0	2	7	1877	67
DC0 	5	30	61	1	52	0	2	7	1877	68
DC0 	5	29	61	1	52	0	2	7	1877	69
DC0 	5	27	61	1	52	0	2	7	1877	70
DC0 	5	25	61	1	52	0	2	7	1877	71
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	5	26	56	1	52	0	2	7	1877	72
DC0 	5	28	56	1	52	0	2	7	1877	73
DC0 	5	30	56	1	52	0	2	7	1877	74
DC0 	5	29	56	1	52	0	2	7	1877	75
DC0 	5	27	56	1	52	0	2	7	1877	76
DC0 	5	25	56	1	52	0	2	7	1877	77
DC0 	5	26	55	1	52	0	2	7	1877	78
DC0 	5	28	55	1	52	0	2	7	1877	79
DC0 	5	30	51	1	52	0	2	7	1877	80
DC0 	5	29	51	1	52	0	2	7	1877	81
DC0 	5	27	51	1	52	0	2	7	1877	82
DC0 	5	25	51	1	52	0	2	7	1877	83
DC0 	5	26	50	1	52	0	2	7	1877	84
DC0 	5	28	50	1	52	0	2	7	1877	85
DC0 	5	30	50	1	52	0	2	7	1877	86
DC0 	5	29	50	1	52	0	2	7	1877	87
DC0 	5	27	54	1	52	0	2	7	1877	88
DC0 	5	25	54	1	52	0	2	7	1877	89
DC0 	5	26	53	1	52	0	2	7	1877	90
DC0 	5	28	53	1	52	0	2	7	1877	91
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	5	30	53	1	52	0	2	7	1877	92
DC0 	5	29	53	1	52	0	2	7	1877	93
DC0 	5	27	53	1	52	0	2	7	1877	94
DC0 	5	25	53	1	52	0	2	7	1877	95
DC0 	5	26	76	0	52	0	2	8	1877	0
DC0 	5	28	76	0	52	0	2	8	1877	1
DC0 	5	30	76	0	52	0	2	8	1877	2
DC0 	5	29	76	0	52	0	2	8	1877	3
DC0 	5	27	76	0	52	0	2	8	1877	4
DC0 	5	25	76	0	52	0	2	8	1877	5
DC0 	5	26	75	0	52	0	2	8	1877	6
DC0 	5	28	75	0	52	0	2	8	1877	7
DC0 	5	30	79	0	52	0	2	8	1877	8
DC0 	5	29	79	0	52	0	2	8	1877	9
DC0 	5	27	79	0	52	0	2	8	1877	10
DC0 	5	25	79	0	52	0	2	8	1877	11
DC0 	5	26	78	0	52	0	2	8	1877	12
DC0 	5	28	78	0	52	0	2	8	1877	13
DC0 	5	30	78	0	52	0	2	8	1877	14
DC0 	5	29	78	0	52	0	2	8	1877	15
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	5	27	74	0	52	0	2	8	1877	16
DC0 	5	25	74	0	52	0	2	8	1877	17
DC0 	5	26	73	0	52	0	2	8	1877	18
DC0 	5	28	73	0	52	0	2	8	1877	19
DC0 	5	30	73	0	52	0	2	8	1877	20
DC0 	5	29	73	0	52	0	2	8	1877	21
DC0 	5	27	73	0	52	0	2	8	1877	22
DC0 	5	25	73	0	52	0	2	8	1877	23
DC0 	5	26	68	0	52	0	2	8	1877	24
DC0 	5	28	68	0	52	0	2	8	1877	25
DC0 	5	30	68	0	52	0	2	8	1877	26
DC0 	5	29	68	0	52	0	2	8	1877	27
DC0 	5	27	68	0	52	0	2	8	1877	28
DC0 	5	25	68	0	52	0	2	8	1877	29
DC0 	5	26	67	0	52	0	2	8	1877	30
DC0 	5	28	67	0	52	0	2	8	1877	31
DC0 	5	30	71	0	52	0	2	8	1877	32
DC0 	5	29	71	0	52	0	2	8	1877	33
DC0 	5	27	71	0	52	0	2	8	1877	34
DC0 	5	25	71	0	52	0	2	8	1877	35
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
