######## Translation table for ROC # 5
######## Tue Aug 12 10:17:27 EDT 1997
######## By uid=2420(burin) gid=15(users)
######## Version # 3
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0     2	11	57	0	25	0	5	7	1877	68
DC0     2	12	56	0	25	0	5	7	1877	69
DC0     2	10	57	0	25	0	5	7	1877	70
DC0     2	8	58	0	25	0	5	7	1877	71
DC0     2	7	64	0	25	0	5	7	1877	72
DC0     2	9	63	0	25	0	5	7	1877	73
DC0     2	11	62	0	25	0	5	7	1877	74
DC0     2	12	61	0	25	0	5	7	1877	75
DC0     2	10	62	0	25	0	5	7	1877	76
DC0     2	8	63	0	25	0	5	7	1877	77
DC0     2	7	65	0	25	0	5	7	1877	78
DC0     2	9	64	0	25	0	5	7	1877	79
DC0     2	11	59	0	25	0	5	7	1877	80
DC0     2	12	58	0	25	0	5	7	1877	81
DC0     2	10	59	0	25	0	5	7	1877	82
DC0     2	8	60	0	25	0	5	7	1877	83
DC0     2	7	62	0	25	0	5	7	1877	84
DC0     2	9	61	0	25	0	5	7	1877	85
DC0     2	11	60	0	25	0	5	7	1877	86
DC0     2	12	59	0	25	0	5	7	1877	87
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0     2	10	64	0	25	0	5	7	1877	88
DC0     2	8	65	0	25	0	5	7	1877	89
DC0     2	7	67	0	25	0	5	7	1877	90
DC0     2	9	66	0	25	0	5	7	1877	91
DC0     2	11	65	0	25	0	5	7	1877	92
DC0     2	12	64	0	25	0	5	7	1877	93
DC0     2	10	65	0	25	0	5	7	1877	94
DC0     2	8	66	0	25	0	5	7	1877	95
DC0     2	7	36	1	25	0	5	7	1877	0
DC0     2	9	35	1	25	0	5	7	1877	1
DC0     2	11	34	1	25	0	5	7	1877	2
DC0     2	12	33	1	25	0	5	7	1877	3
DC0     2	10	34	1	25	0	5	7	1877	4
DC0     2	8	35	1	25	0	5	7	1877	5
DC0     2	7	37	1	25	0	5	7	1877	6
DC0     2	9	36	1	25	0	5	7	1877	7
DC0     2	11	39	1	25	0	5	7	1877	8
DC0     2	12	38	1	25	0	5	7	1877	9
DC0     2	10	39	1	25	0	5	7	1877	10
DC0     2	8	40	1	25	0	5	7	1877	11
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0     2	7	42	1	25	0	5	7	1877	12
DC0     2	9	41	1	25	0	5	7	1877	13
DC0     2	11	40	1	25	0	5	7	1877	14
DC0     2	12	39	1	25	0	5	7	1877	15
DC0     2	10	36	1	25	0	5	7	1877	16
DC0     2	8	37	1	25	0	5	7	1877	17
DC0     2	7	39	1	25	0	5	7	1877	18
DC0     2	9	38	1	25	0	5	7	1877	19
DC0     2	11	37	1	25	0	5	7	1877	20
DC0     2	12	36	1	25	0	5	7	1877	21
DC0     2	10	37	1	25	0	5	7	1877	22
DC0     2	8	38	1	25	0	5	7	1877	23
DC0     2	7	44	1	25	0	5	7	1877	24
DC0     2	9	43	1	25	0	5	7	1877	25
DC0     2	11	42	1	25	0	5	7	1877	26
DC0     2	12	41	1	25	0	5	7	1877	27
DC0     2	10	42	1	25	0	5	7	1877	28
DC0     2	8	43	1	25	0	5	7	1877	29
DC0     2	7	45	1	25	0	5	7	1877	30
DC0     2	9	44	1	25	0	5	7	1877	31
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0     2	11	47	1	25	0	5	7	1877	32
DC0     2	12	46	1	25	0	5	7	1877	33
DC0     2	10	47	1	25	0	5	7	1877	34
DC0     2	8	48	1	25	0	5	7	1877	35
DC0     2	7	50	1	25	0	5	7	1877	36
DC0     2	9	49	1	25	0	5	7	1877	37
DC0     2	11	48	1	25	0	5	7	1877	38
DC0     2	12	47	1	25	0	5	7	1877	39
DC0     2	10	44	1	25	0	5	7	1877	40
DC0     2	8	45	1	25	0	5	7	1877	41
DC0     2	7	47	1	25	0	5	7	1877	42
DC0     2	9	46	1	25	0	5	7	1877	43
DC0     2	11	45	1	25	0	5	7	1877	44
DC0     2	12	44	1	25	0	5	7	1877	45
DC0     2	10	45	1	25	0	5	7	1877	46
