######## Translation table for ROC # 1
######## Tue Aug 12 09:40:55 EDT 1997
######## By uid=2420(burin) gid=15(users)
######## Version # 3
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	3	27	17	0	31	0	1	6	1877	94
DC0 	3	25	17	0	31	0	1	6	1877	95
DC0 	3	26	16	1	31	0	1	6	1877	0
DC0 	3	28	16	1	31	0	1	6	1877	1
DC0 	3	30	16	1	31	0	1	6	1877	2
DC0 	3	29	16	1	31	0	1	6	1877	3
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	3	27	16	1	31	0	1	6	1877	4
DC0 	3	25	16	1	31	0	1	6	1877	5
DC0 	3	26	15	1	31	0	1	6	1877	6
DC0 	3	28	15	1	31	0	1	6	1877	7
DC0 	3	30	11	1	31	0	1	6	1877	8
DC0 	3	29	11	1	31	0	1	6	1877	9
DC0 	3	27	11	1	31	0	1	6	1877	10
DC0 	3	25	11	1	31	0	1	6	1877	11
DC0 	3	26	10	1	31	0	1	6	1877	12
DC0 	3	28	10	1	31	0	1	6	1877	13
DC0 	3	30	10	1	31	0	1	6	1877	14
DC0 	3	29	10	1	31	0	1	6	1877	15
DC0 	3	27	14	1	31	0	1	6	1877	16
DC0 	3	25	14	1	31	0	1	6	1877	17
DC0 	3	26	13	1	31	0	1	6	1877	18
DC0 	3	28	13	1	31	0	1	6	1877	19
DC0 	3	30	13	1	31	0	1	6	1877	20
DC0 	3	29	13	1	31	0	1	6	1877	21
DC0 	3	27	13	1	31	0	1	6	1877	22
DC0 	3	25	13	1	31	0	1	6	1877	23
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	3	26	8	1	31	0	1	6	1877	24
DC0 	3	28	8	1	31	0	1	6	1877	25
DC0 	3	30	8	1	31	0	1	6	1877	26
DC0 	3	29	8	1	31	0	1	6	1877	27
DC0 	3	27	8	1	31	0	1	6	1877	28
DC0 	3	25	8	1	31	0	1	6	1877	29
DC0 	3	26	7	1	31	0	1	6	1877	30
DC0 	3	28	7	1	31	0	1	6	1877	31
DC0 	3	30	3	1	31	0	1	6	1877	32
DC0 	3	29	3	1	31	0	1	6	1877	33
DC0 	3	27	3	1	31	0	1	6	1877	34
DC0 	3	25	3	1	31	0	1	6	1877	35
DC0 	3	26	2	1	31	0	1	6	1877	36
DC0 	3	28	2	1	31	0	1	6	1877	37
DC0 	3	30	2	1	31	0	1	6	1877	38
DC0 	3	29	2	1	31	0	1	6	1877	39
DC0 	3	27	6	1	31	0	1	6	1877	40
DC0 	3	25	6	1	31	0	1	6	1877	41
DC0 	3	26	5	1	31	0	1	6	1877	42
DC0 	3	28	5	1	31	0	1	6	1877	43
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	3	30	5	1	31	0	1	6	1877	44
DC0 	3	29	5	1	31	0	1	6	1877	45
DC0 	3	27	5	1	31	0	1	6	1877	46
DC0 	3	25	5	1	31	0	1	6	1877	47
DC0 	3	26	32	1	31	0	1	6	1877	48
DC0 	3	28	32	1	31	0	1	6	1877	49
DC0 	3	30	32	1	31	0	1	6	1877	50
DC0 	3	29	32	1	31	0	1	6	1877	51
DC0 	3	27	32	1	31	0	1	6	1877	52
DC0 	3	25	32	1	31	0	1	6	1877	53
DC0 	3	26	31	1	31	0	1	6	1877	54
DC0 	3	28	31	1	31	0	1	6	1877	55
DC0 	3	30	27	1	31	0	1	6	1877	56
DC0 	3	29	27	1	31	0	1	6	1877	57
DC0 	3	27	27	1	31	0	1	6	1877	58
DC0 	3	25	27	1	31	0	1	6	1877	59
DC0 	3	26	26	1	31	0	1	6	1877	60
DC0 	3	28	26	1	31	0	1	6	1877	61
DC0 	3	30	26	1	31	0	1	6	1877	62
DC0 	3	29	26	1	31	0	1	6	1877	63
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	3	27	30	1	31	0	1	6	1877	64
DC0 	3	25	30	1	31	0	1	6	1877	65
DC0 	3	26	29	1	31	0	1	6	1877	66
DC0 	3	28	29	1	31	0	1	6	1877	67
DC0 	3	30	29	1	31	0	1	6	1877	68
DC0 	3	29	29	1	31	0	1	6	1877	69
DC0 	3	27	29	1	31	0	1	6	1877	70
DC0 	3	25	29	1	31	0	1	6	1877	71
DC0 	3	26	24	1	31	0	1	6	1877	72
DC0 	3	28	24	1	31	0	1	6	1877	73
DC0 	3	30	24	1	31	0	1	6	1877	74
DC0 	3	29	24	1	31	0	1	6	1877	75
DC0 	3	27	24	1	31	0	1	6	1877	76
DC0 	3	25	24	1	31	0	1	6	1877	77
DC0 	3	26	23	1	31	0	1	6	1877	78
DC0 	3	28	23	1	31	0	1	6	1877	79
DC0 	3	30	19	1	31	0	1	6	1877	80
DC0 	3	29	19	1	31	0	1	6	1877	81
DC0 	3	27	19	1	31	0	1	6	1877	82
DC0 	3	25	19	1	31	0	1	6	1877	83
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	3	26	18	1	31	0	1	6	1877	84
DC0 	3	28	18	1	31	0	1	6	1877	85
DC0 	3	30	18	1	31	0	1	6	1877	86
DC0 	3	29	18	1	31	0	1	6	1877	87
DC0 	3	27	22	1	31	0	1	6	1877	88
DC0 	3	25	22	1	31	0	1	6	1877	89
DC0 	3	26	21	1	31	0	1	6	1877	90
DC0 	3	28	21	1	31	0	1	6	1877	91
DC0 	3	30	21	1	31	0	1	6	1877	92
DC0 	3	29	21	1	31	0	1	6	1877	93
DC0 	3	27	21	1	31	0	1	6	1877	94
DC0 	3	25	21	1	31	0	1	6	1877	95
DC0 	3	26	44	0	31	0	1	7	1877	0
DC0 	3	28	44	0	31	0	1	7	1877	1
DC0 	3	30	44	0	31	0	1	7	1877	2
DC0 	3	29	44	0	31	0	1	7	1877	3
DC0 	3	27	44	0	31	0	1	7	1877	4
DC0 	3	25	44	0	31	0	1	7	1877	5
DC0 	3	26	43	0	31	0	1	7	1877	6
DC0 	3	28	43	0	31	0	1	7	1877	7
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	3	30	47	0	31	0	1	7	1877	8
DC0 	3	29	47	0	31	0	1	7	1877	9
DC0 	3	27	47	0	31	0	1	7	1877	10
DC0 	3	25	47	0	31	0	1	7	1877	11
DC0 	3	26	46	0	31	0	1	7	1877	12
DC0 	3	28	46	0	31	0	1	7	1877	13
DC0 	3	30	46	0	31	0	1	7	1877	14
DC0 	3	29	46	0	31	0	1	7	1877	15
DC0 	3	27	42	0	31	0	1	7	1877	16
DC0 	3	25	42	0	31	0	1	7	1877	17
DC0 	3	26	41	0	31	0	1	7	1877	18
DC0 	3	28	41	0	31	0	1	7	1877	19
DC0 	3	30	41	0	31	0	1	7	1877	20
DC0 	3	29	41	0	31	0	1	7	1877	21
DC0 	3	27	41	0	31	0	1	7	1877	22
DC0 	3	25	41	0	31	0	1	7	1877	23
DC0 	3	26	36	0	31	0	1	7	1877	24
DC0 	3	28	36	0	31	0	1	7	1877	25
DC0 	3	30	36	0	31	0	1	7	1877	26
DC0 	3	29	36	0	31	0	1	7	1877	27
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	3	27	36	0	31	0	1	7	1877	28
DC0 	3	25	36	0	31	0	1	7	1877	29
DC0 	3	26	35	0	31	0	1	7	1877	30
DC0 	3	28	35	0	31	0	1	7	1877	31
DC0 	3	30	39	0	31	0	1	7	1877	32
DC0 	3	29	39	0	31	0	1	7	1877	33
DC0 	3	27	39	0	31	0	1	7	1877	34
DC0 	3	25	39	0	31	0	1	7	1877	35
DC0 	3	26	38	0	31	0	1	7	1877	36
DC0 	3	28	38	0	31	0	1	7	1877	37
DC0 	3	30	38	0	31	0	1	7	1877	38
DC0 	3	29	38	0	31	0	1	7	1877	39
DC0 	3	27	34	0	31	0	1	7	1877	40
DC0 	3	25	34	0	31	0	1	7	1877	41
DC0 	3	26	33	0	31	0	1	7	1877	42
DC0 	3	28	33	0	31	0	1	7	1877	43
DC0 	3	30	33	0	31	0	1	7	1877	44
DC0 	3	29	33	0	31	0	1	7	1877	45
DC0 	3	27	33	0	31	0	1	7	1877	46
DC0 	3	25	33	0	31	0	1	7	1877	47
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	3	26	60	0	31	0	1	7	1877	48
DC0 	3	28	60	0	31	0	1	7	1877	49
DC0 	3	30	60	0	31	0	1	7	1877	50
DC0 	3	29	60	0	31	0	1	7	1877	51
DC0 	3	27	60	0	31	0	1	7	1877	52
DC0 	3	25	60	0	31	0	1	7	1877	53
DC0 	3	26	59	0	31	0	1	7	1877	54
DC0 	3	28	59	0	31	0	1	7	1877	55
DC0 	3	30	63	0	31	0	1	7	1877	56
DC0 	3	29	63	0	31	0	1	7	1877	57
DC0 	3	27	63	0	31	0	1	7	1877	58
DC0 	3	25	63	0	31	0	1	7	1877	59
DC0 	3	26	62	0	31	0	1	7	1877	60
DC0 	3	28	62	0	31	0	1	7	1877	61
DC0 	3	30	62	0	31	0	1	7	1877	62
DC0 	3	29	62	0	31	0	1	7	1877	63
DC0 	3	27	58	0	31	0	1	7	1877	64
DC0 	3	25	58	0	31	0	1	7	1877	65
DC0 	3	26	57	0	31	0	1	7	1877	66
DC0 	3	28	57	0	31	0	1	7	1877	67
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	3	30	57	0	31	0	1	7	1877	68
DC0 	3	29	57	0	31	0	1	7	1877	69
DC0 	3	27	57	0	31	0	1	7	1877	70
DC0 	3	25	57	0	31	0	1	7	1877	71
DC0 	3	26	52	0	31	0	1	7	1877	72
DC0 	3	28	52	0	31	0	1	7	1877	73
DC0 	3	30	52	0	31	0	1	7	1877	74
DC0 	3	29	52	0	31	0	1	7	1877	75
DC0 	3	27	52	0	31	0	1	7	1877	76
DC0 	3	25	52	0	31	0	1	7	1877	77
DC0 	3	26	51	0	31	0	1	7	1877	78
DC0 	3	28	51	0	31	0	1	7	1877	79
DC0 	3	30	55	0	31	0	1	7	1877	80
DC0 	3	29	55	0	31	0	1	7	1877	81
DC0 	3	27	55	0	31	0	1	7	1877	82
DC0 	3	25	55	0	31	0	1	7	1877	83
DC0 	3	26	54	0	31	0	1	7	1877	84
DC0 	3	28	54	0	31	0	1	7	1877	85
DC0 	3	30	54	0	31	0	1	7	1877	86
DC0 	3	29	54	0	31	0	1	7	1877	87
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	3	27	50	0	31	0	1	7	1877	88
DC0 	3	25	50	0	31	0	1	7	1877	89
DC0 	3	26	49	0	31	0	1	7	1877	90
DC0 	3	28	49	0	31	0	1	7	1877	91
DC0 	3	30	49	0	31	0	1	7	1877	92
DC0 	3	29	49	0	31	0	1	7	1877	93
DC0 	3	27	49	0	31	0	1	7	1877	94
DC0 	3	25	49	0	31	0	1	7	1877	95
DC0 	3	26	48	1	31	0	1	7	1877	0
DC0 	3	28	48	1	31	0	1	7	1877	1
DC0 	3	30	48	1	31	0	1	7	1877	2
DC0 	3	29	48	1	31	0	1	7	1877	3
DC0 	3	27	48	1	31	0	1	7	1877	4
DC0 	3	25	48	1	31	0	1	7	1877	5
DC0 	3	26	47	1	31	0	1	7	1877	6
DC0 	3	28	47	1	31	0	1	7	1877	7
DC0 	3	30	43	1	31	0	1	7	1877	8
DC0 	3	29	43	1	31	0	1	7	1877	9
DC0 	3	27	43	1	31	0	1	7	1877	10
DC0 	3	25	43	1	31	0	1	7	1877	11
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	3	26	42	1	31	0	1	7	1877	12
DC0 	3	28	42	1	31	0	1	7	1877	13
DC0 	3	30	42	1	31	0	1	7	1877	14
DC0 	3	29	42	1	31	0	1	7	1877	15
DC0 	3	27	46	1	31	0	1	7	1877	16
DC0 	3	25	46	1	31	0	1	7	1877	17
DC0 	3	26	45	1	31	0	1	7	1877	18
DC0 	3	28	45	1	31	0	1	7	1877	19
DC0 	3	30	45	1	31	0	1	7	1877	20
DC0 	3	29	45	1	31	0	1	7	1877	21
DC0 	3	27	45	1	31	0	1	7	1877	22
DC0 	3	25	45	1	31	0	1	7	1877	23
DC0 	3	26	40	1	31	0	1	7	1877	24
DC0 	3	28	40	1	31	0	1	7	1877	25
DC0 	3	30	40	1	31	0	1	7	1877	26
DC0 	3	29	40	1	31	0	1	7	1877	27
DC0 	3	27	40	1	31	0	1	7	1877	28
DC0 	3	25	40	1	31	0	1	7	1877	29
DC0 	3	26	39	1	31	0	1	7	1877	30
DC0 	3	28	39	1	31	0	1	7	1877	31
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	3	30	35	1	31	0	1	7	1877	32
DC0 	3	29	35	1	31	0	1	7	1877	33
DC0 	3	27	35	1	31	0	1	7	1877	34
DC0 	3	25	35	1	31	0	1	7	1877	35
DC0 	3	26	34	1	31	0	1	7	1877	36
DC0 	3	28	34	1	31	0	1	7	1877	37
DC0 	3	30	34	1	31	0	1	7	1877	38
DC0 	3	29	34	1	31	0	1	7	1877	39
DC0 	3	27	38	1	31	0	1	7	1877	40
DC0 	3	25	38	1	31	0	1	7	1877	41
DC0 	3	26	37	1	31	0	1	7	1877	42
DC0 	3	28	37	1	31	0	1	7	1877	43
DC0 	3	30	37	1	31	0	1	7	1877	44
DC0 	3	29	37	1	31	0	1	7	1877	45
DC0 	3	27	37	1	31	0	1	7	1877	46
DC0 	3	25	37	1	31	0	1	7	1877	47
DC0 	3	26	64	1	31	0	1	7	1877	48
DC0 	3	28	64	1	31	0	1	7	1877	49
DC0 	3	30	64	1	31	0	1	7	1877	50
DC0 	3	29	64	1	31	0	1	7	1877	51
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	3	27	64	1	31	0	1	7	1877	52
DC0 	3	25	64	1	31	0	1	7	1877	53
DC0 	3	26	63	1	31	0	1	7	1877	54
DC0 	3	28	63	1	31	0	1	7	1877	55
DC0 	3	30	59	1	31	0	1	7	1877	56
DC0 	3	29	59	1	31	0	1	7	1877	57
DC0 	3	27	59	1	31	0	1	7	1877	58
DC0 	3	25	59	1	31	0	1	7	1877	59
DC0 	3	26	58	1	31	0	1	7	1877	60
DC0 	3	28	58	1	31	0	1	7	1877	61
DC0 	3	30	58	1	31	0	1	7	1877	62
DC0 	3	29	58	1	31	0	1	7	1877	63
DC0 	3	27	62	1	31	0	1	7	1877	64
DC0 	3	25	62	1	31	0	1	7	1877	65
DC0 	3	26	61	1	31	0	1	7	1877	66
DC0 	3	28	61	1	31	0	1	7	1877	67
DC0 	3	30	61	1	31	0	1	7	1877	68
DC0 	3	29	61	1	31	0	1	7	1877	69
DC0 	3	27	61	1	31	0	1	7	1877	70
DC0 	3	25	61	1	31	0	1	7	1877	71
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	3	26	56	1	31	0	1	7	1877	72
DC0 	3	28	56	1	31	0	1	7	1877	73
DC0 	3	30	56	1	31	0	1	7	1877	74
DC0 	3	29	56	1	31	0	1	7	1877	75
DC0 	3	27	56	1	31	0	1	7	1877	76
DC0 	3	25	56	1	31	0	1	7	1877	77
DC0 	3	26	55	1	31	0	1	7	1877	78
DC0 	3	28	55	1	31	0	1	7	1877	79
DC0 	3	30	51	1	31	0	1	7	1877	80
DC0 	3	29	51	1	31	0	1	7	1877	81
DC0 	3	27	51	1	31	0	1	7	1877	82
DC0 	3	25	51	1	31	0	1	7	1877	83
DC0 	3	26	50	1	31	0	1	7	1877	84
DC0 	3	28	50	1	31	0	1	7	1877	85
DC0 	3	30	50	1	31	0	1	7	1877	86
DC0 	3	29	50	1	31	0	1	7	1877	87
DC0 	3	27	54	1	31	0	1	7	1877	88
DC0 	3	25	54	1	31	0	1	7	1877	89
DC0 	3	26	53	1	31	0	1	7	1877	90
DC0 	3	28	53	1	31	0	1	7	1877	91
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	3	30	53	1	31	0	1	7	1877	92
DC0 	3	29	53	1	31	0	1	7	1877	93
DC0 	3	27	53	1	31	0	1	7	1877	94
DC0 	3	25	53	1	31	0	1	7	1877	95
DC0 	3	26	76	0	31	0	1	8	1877	0
DC0 	3	28	76	0	31	0	1	8	1877	1
DC0 	3	30	76	0	31	0	1	8	1877	2
DC0 	3	29	76	0	31	0	1	8	1877	3
DC0 	3	27	76	0	31	0	1	8	1877	4
DC0 	3	25	76	0	31	0	1	8	1877	5
DC0 	3	26	75	0	31	0	1	8	1877	6
DC0 	3	28	75	0	31	0	1	8	1877	7
DC0 	3	30	79	0	31	0	1	8	1877	8
DC0 	3	29	79	0	31	0	1	8	1877	9
DC0 	3	27	79	0	31	0	1	8	1877	10
DC0 	3	25	79	0	31	0	1	8	1877	11
DC0 	3	26	78	0	31	0	1	8	1877	12
DC0 	3	28	78	0	31	0	1	8	1877	13
DC0 	3	30	78	0	31	0	1	8	1877	14
DC0 	3	29	78	0	31	0	1	8	1877	15
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	3	27	74	0	31	0	1	8	1877	16
DC0 	3	25	74	0	31	0	1	8	1877	17
DC0 	3	26	73	0	31	0	1	8	1877	18
DC0 	3	28	73	0	31	0	1	8	1877	19
DC0 	3	30	73	0	31	0	1	8	1877	20
DC0 	3	29	73	0	31	0	1	8	1877	21
DC0 	3	27	73	0	31	0	1	8	1877	22
DC0 	3	25	73	0	31	0	1	8	1877	23
DC0 	3	26	68	0	31	0	1	8	1877	24
DC0 	3	28	68	0	31	0	1	8	1877	25
DC0 	3	30	68	0	31	0	1	8	1877	26
DC0 	3	29	68	0	31	0	1	8	1877	27
DC0 	3	27	68	0	31	0	1	8	1877	28
DC0 	3	25	68	0	31	0	1	8	1877	29
DC0 	3	26	67	0	31	0	1	8	1877	30
DC0 	3	28	67	0	31	0	1	8	1877	31
DC0 	3	30	71	0	31	0	1	8	1877	32
DC0 	3	29	71	0	31	0	1	8	1877	33
DC0 	3	27	71	0	31	0	1	8	1877	34
DC0 	3	25	71	0	31	0	1	8	1877	35
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	3	26	70	0	31	0	1	8	1877	36
DC0 	3	28	70	0	31	0	1	8	1877	37
DC0 	3	30	70	0	31	0	1	8	1877	38
DC0 	3	29	70	0	31	0	1	8	1877	39
DC0 	3	27	66	0	31	0	1	8	1877	40
DC0 	3	25	66	0	31	0	1	8	1877	41
DC0 	3	26	65	0	31	0	1	8	1877	42
DC0 	3	28	65	0	31	0	1	8	1877	43
DC0 	3	30	65	0	31	0	1	8	1877	44
DC0 	3	29	65	0	31	0	1	8	1877	45
DC0 	3	27	65	0	31	0	1	8	1877	46
DC0 	3	25	65	0	31	0	1	8	1877	47
DC0 	3	26	92	0	31	0	1	8	1877	48
DC0 	3	28	92	0	31	0	1	8	1877	49
DC0 	3	30	92	0	31	0	1	8	1877	50
DC0 	3	29	92	0	31	0	1	8	1877	51
DC0 	3	27	92	0	31	0	1	8	1877	52
DC0 	3	25	92	0	31	0	1	8	1877	53
DC0 	3	26	91	0	31	0	1	8	1877	54
DC0 	3	28	91	0	31	0	1	8	1877	55
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	3	30	95	0	31	0	1	8	1877	56
DC0 	3	29	95	0	31	0	1	8	1877	57
DC0 	3	27	95	0	31	0	1	8	1877	58
DC0 	3	25	95	0	31	0	1	8	1877	59
DC0 	3	26	94	0	31	0	1	8	1877	60
DC0 	3	28	94	0	31	0	1	8	1877	61
DC0 	3	30	94	0	31	0	1	8	1877	62
DC0 	3	29	94	0	31	0	1	8	1877	63
DC0 	3	27	90	0	31	0	1	8	1877	64
DC0 	3	25	90	0	31	0	1	8	1877	65
DC0 	3	26	89	0	31	0	1	8	1877	66
DC0 	3	28	89	0	31	0	1	8	1877	67
DC0 	3	30	89	0	31	0	1	8	1877	68
DC0 	3	29	89	0	31	0	1	8	1877	69
DC0 	3	27	89	0	31	0	1	8	1877	70
DC0 	3	25	89	0	31	0	1	8	1877	71
DC0 	3	26	84	0	31	0	1	8	1877	72
DC0 	3	28	84	0	31	0	1	8	1877	73
DC0 	3	30	84	0	31	0	1	8	1877	74
DC0 	3	29	84	0	31	0	1	8	1877	75
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	3	27	84	0	31	0	1	8	1877	76
DC0 	3	25	84	0	31	0	1	8	1877	77
DC0 	3	26	83	0	31	0	1	8	1877	78
DC0 	3	28	83	0	31	0	1	8	1877	79
DC0 	3	30	87	0	31	0	1	8	1877	80
DC0 	3	29	87	0	31	0	1	8	1877	81
DC0 	3	27	87	0	31	0	1	8	1877	82
DC0 	3	25	87	0	31	0	1	8	1877	83
DC0 	3	26	86	0	31	0	1	8	1877	84
DC0 	3	28	86	0	31	0	1	8	1877	85
DC0 	3	30	86	0	31	0	1	8	1877	86
DC0 	3	29	86	0	31	0	1	8	1877	87
DC0 	3	27	82	0	31	0	1	8	1877	88
DC0 	3	25	82	0	31	0	1	8	1877	89
DC0 	3	26	81	0	31	0	1	8	1877	90
DC0 	3	28	81	0	31	0	1	8	1877	91
DC0 	3	30	81	0	31	0	1	8	1877	92
DC0 	3	29	81	0	31	0	1	8	1877	93
DC0 	3	27	81	0	31	0	1	8	1877	94
DC0 	3	25	81	0	31	0	1	8	1877	95
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	3	26	80	1	31	0	1	8	1877	0
DC0 	3	28	80	1	31	0	1	8	1877	1
DC0 	3	30	80	1	31	0	1	8	1877	2
DC0 	3	29	80	1	31	0	1	8	1877	3
DC0 	3	27	80	1	31	0	1	8	1877	4
DC0 	3	25	80	1	31	0	1	8	1877	5
DC0 	3	26	79	1	31	0	1	8	1877	6
DC0 	3	28	79	1	31	0	1	8	1877	7
DC0 	3	30	75	1	31	0	1	8	1877	8
